BRAINBYSITE.TXT
Who has access

System properties
Type
Text
Size
577 KB
Storage used
577 KB
Location
Colab Notebooks
Owner
Whisper
Modified
May 27, 2021 by Whisper
Opened
9:01 AM by me
Created
8:57 AM
No description
Viewers can download
AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|~|~|~|Malignant|~|40670476|Female|Ependymoma variants|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40632733|Female|Ependymoma variants|2010|~|~|~
0-19|~|~|~|Malignant|~|40632733|Female|Ependymoma variants|2010|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|21|40459557|Female|Ependymoma variants|2011|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40459557|Female|Ependymoma variants|2011|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|40305208|Female|Ependymoma variants|2012|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40305208|Female|Ependymoma variants|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|40208756|Female|Ependymoma variants|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40208756|Female|Ependymoma variants|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40150534|Female|Ependymoma variants|2014|~|~|~
0-19|~|~|~|Malignant|~|40150534|Female|Ependymoma variants|2014|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|59|198853824|Female|Ependymoma variants|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|198853824|Female|Ependymoma variants|2014-2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|40145405|Female|Ependymoma variants|2015|~|~|~
0-19|~|~|~|Malignant|~|40145405|Female|Ependymoma variants|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|40164077|Female|Ependymoma variants|2016|~|~|~
0-19|~|~|~|Malignant|~|40164077|Female|Ependymoma variants|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|40141466|Female|Ependymoma variants|2017|~|~|~
0-19|~|~|~|Malignant|~|40141466|Female|Ependymoma variants|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|39687165|Female|Ependymoma variants|2018|~|~|~
0-19|~|~|~|Malignant|~|39687165|Female|Ependymoma variants|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Ependymoma/anaplastic ependymoma|2004|~|~|~
0-19|0.2|0.3|0.2|Malignant|97|39865121|Female|Ependymoma/anaplastic ependymoma|2004|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Ependymoma/anaplastic ependymoma|2005|~|~|~
0-19|0.2|0.3|0.3|Malignant|111|39998876|Female|Ependymoma/anaplastic ependymoma|2005|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Ependymoma/anaplastic ependymoma|2006|~|~|~
0-19|0.2|0.3|0.2|Malignant|98|40165421|Female|Ependymoma/anaplastic ependymoma|2006|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Ependymoma/anaplastic ependymoma|2007|~|~|~
0-19|0.1|0.2|0.2|Malignant|71|40382360|Female|Ependymoma/anaplastic ependymoma|2007|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Ependymoma/anaplastic ependymoma|2008|~|~|~
0-19|0.1|0.2|0.2|Malignant|75|40576293|Female|Ependymoma/anaplastic ependymoma|2008|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Ependymoma/anaplastic ependymoma|2009|~|~|~
0-19|0.2|0.2|0.2|Malignant|80|40670476|Female|Ependymoma/anaplastic ependymoma|2009|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40632733|Female|Ependymoma/anaplastic ependymoma|2010|~|~|~
0-19|0.2|0.3|0.2|Malignant|93|40632733|Female|Ependymoma/anaplastic ependymoma|2010|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40459557|Female|Ependymoma/anaplastic ependymoma|2011|~|~|~
0-19|0.2|0.3|0.2|Malignant|98|40459557|Female|Ependymoma/anaplastic ependymoma|2011|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40305208|Female|Ependymoma/anaplastic ependymoma|2012|~|~|~
0-19|0.2|0.3|0.2|Malignant|88|40305208|Female|Ependymoma/anaplastic ependymoma|2012|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40208756|Female|Ependymoma/anaplastic ependymoma|2013|~|~|~
0-19|0.2|0.3|0.2|Malignant|90|40208756|Female|Ependymoma/anaplastic ependymoma|2013|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40150534|Female|Ependymoma/anaplastic ependymoma|2014|~|~|~
0-19|0.2|0.3|0.2|Malignant|88|40150534|Female|Ependymoma/anaplastic ependymoma|2014|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|198853824|Female|Ependymoma/anaplastic ependymoma|2014-2018|~|~|~
0-19|0.2|0.2|0.2|Malignant|419|198853824|Female|Ependymoma/anaplastic ependymoma|2014-2018|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40145405|Female|Ependymoma/anaplastic ependymoma|2015|~|~|~
0-19|0.2|0.3|0.2|Malignant|91|40145405|Female|Ependymoma/anaplastic ependymoma|2015|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|40164077|Female|Ependymoma/anaplastic ependymoma|2016|~|~|~
0-19|0.2|0.2|0.2|Malignant|79|40164077|Female|Ependymoma/anaplastic ependymoma|2016|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40141466|Female|Ependymoma/anaplastic ependymoma|2017|~|~|~
0-19|0.2|0.3|0.2|Malignant|97|40141466|Female|Ependymoma/anaplastic ependymoma|2017|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|39687165|Female|Ependymoma/anaplastic ependymoma|2018|~|~|~
0-19|0.1|0.2|0.2|Malignant|68|39687165|Female|Ependymoma/anaplastic ependymoma|2018|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Germ Cell Tumors|2004|~|~|~
0-19|0.1|0.1|0.1|Malignant|42|39865121|Female|Germ Cell Tumors|2004|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Germ Cell Tumors|2005|~|~|~
0-19|0.1|0.2|0.1|Malignant|47|39998876|Female|Germ Cell Tumors|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|18|40165421|Female|Germ Cell Tumors|2006|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|24|40165421|Female|Germ Cell Tumors|2006|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Germ Cell Tumors|2007|~|~|~
0-19|0.1|0.1|0.1|Malignant|33|40382360|Female|Germ Cell Tumors|2007|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|17|40576293|Female|Germ Cell Tumors|2008|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Malignant|30|40576293|Female|Germ Cell Tumors|2008|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|19|40670476|Female|Germ Cell Tumors|2009|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Malignant|43|40670476|Female|Germ Cell Tumors|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|21|40632733|Female|Germ Cell Tumors|2010|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Malignant|53|40632733|Female|Germ Cell Tumors|2010|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|23|40459557|Female|Germ Cell Tumors|2011|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|36|40459557|Female|Germ Cell Tumors|2011|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|16|40305208|Female|Germ Cell Tumors|2012|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|21|40305208|Female|Germ Cell Tumors|2012|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|21|40208756|Female|Germ Cell Tumors|2013|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Malignant|47|40208756|Female|Germ Cell Tumors|2013|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|23|40150534|Female|Germ Cell Tumors|2014|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|34|40150534|Female|Germ Cell Tumors|2014|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|104|198853824|Female|Germ Cell Tumors|2014-2018|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|222|198853824|Female|Germ Cell Tumors|2014-2018|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|18|40145405|Female|Germ Cell Tumors|2015|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Malignant|46|40145405|Female|Germ Cell Tumors|2015|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|27|40164077|Female|Germ Cell Tumors|2016|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Malignant|58|40164077|Female|Germ Cell Tumors|2016|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40141466|Female|Germ Cell Tumors|2017|~|~|~
0-19|0.1|0.1|0.1|Malignant|44|40141466|Female|Germ Cell Tumors|2017|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|23|39687165|Female|Germ Cell Tumors|2018|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|40|39687165|Female|Germ Cell Tumors|2018|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioblastoma|2004|~|~|~
0-19|0.1|0.2|0.1|Malignant|52|39865121|Female|Glioblastoma|2004|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioblastoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|39|39998876|Female|Glioblastoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioblastoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|43|40165421|Female|Glioblastoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioblastoma|2007|~|~|~
0-19|0.1|0.2|0.1|Malignant|59|40382360|Female|Glioblastoma|2007|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioblastoma|2008|~|~|~
0-19|0.1|0.2|0.2|Malignant|62|40576293|Female|Glioblastoma|2008|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioblastoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|39|40670476|Female|Glioblastoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40632733|Female|Glioblastoma|2010|~|~|~
0-19|0.1|0.2|0.1|Malignant|51|40632733|Female|Glioblastoma|2010|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40459557|Female|Glioblastoma|2011|~|~|~
0-19|0.1|0.2|0.2|Malignant|76|40459557|Female|Glioblastoma|2011|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40305208|Female|Glioblastoma|2012|~|~|~
0-19|0.1|0.2|0.2|Malignant|76|40305208|Female|Glioblastoma|2012|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40208756|Female|Glioblastoma|2013|~|~|~
0-19|0.1|0.2|0.2|Malignant|71|40208756|Female|Glioblastoma|2013|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40150534|Female|Glioblastoma|2014|~|~|~
0-19|0.1|0.2|0.2|Malignant|68|40150534|Female|Glioblastoma|2014|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|198853824|Female|Glioblastoma|2014-2018|~|~|~
0-19|0.1|0.2|0.2|Malignant|311|198853824|Female|Glioblastoma|2014-2018|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40145405|Female|Glioblastoma|2015|~|~|~
0-19|0.1|0.2|0.2|Malignant|68|40145405|Female|Glioblastoma|2015|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|40164077|Female|Glioblastoma|2016|~|~|~
0-19|0.1|0.2|0.1|Malignant|56|40164077|Female|Glioblastoma|2016|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|40141466|Female|Glioblastoma|2017|~|~|~
0-19|0.1|0.2|0.2|Malignant|69|40141466|Female|Glioblastoma|2017|0.1|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|39687165|Female|Glioblastoma|2018|~|~|~
0-19|0.1|0.2|0.1|Malignant|54|39687165|Female|Glioblastoma|2018|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioma malignant, NOS|2004|~|~|~
0-19|0.5|0.7|0.6|Malignant|234|39865121|Female|Glioma malignant, NOS|2004|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioma malignant, NOS|2005|~|~|~
0-19|0.5|0.7|0.6|Malignant|237|39998876|Female|Glioma malignant, NOS|2005|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioma malignant, NOS|2006|~|~|~
0-19|0.5|0.7|0.6|Malignant|245|40165421|Female|Glioma malignant, NOS|2006|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioma malignant, NOS|2007|~|~|~
0-19|0.6|0.8|0.7|Malignant|268|40382360|Female|Glioma malignant, NOS|2007|0.6|0.7|0.7
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioma malignant, NOS|2008|~|~|~
0-19|0.6|0.8|0.7|Malignant|280|40576293|Female|Glioma malignant, NOS|2008|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioma malignant, NOS|2009|~|~|~
0-19|0.7|0.8|0.7|Malignant|297|40670476|Female|Glioma malignant, NOS|2009|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40632733|Female|Glioma malignant, NOS|2010|~|~|~
0-19|0.6|0.7|0.7|Malignant|264|40632733|Female|Glioma malignant, NOS|2010|0.6|0.7|0.6
0-19|0.0|0.1|0.0|Benign/Borderline|20|40459557|Female|Glioma malignant, NOS|2011|0.0|0.1|0.0
0-19|0.7|0.9|0.8|Malignant|312|40459557|Female|Glioma malignant, NOS|2011|0.7|0.9|0.8
0-19|0.0|0.1|0.0|Benign/Borderline|17|40305208|Female|Glioma malignant, NOS|2012|0.0|0.1|0.0
0-19|0.5|0.6|0.6|Malignant|227|40305208|Female|Glioma malignant, NOS|2012|0.5|0.6|0.6
0-19|~|~|~|Benign/Borderline|~|40208756|Female|Glioma malignant, NOS|2013|~|~|~
0-19|0.7|0.8|0.8|Malignant|304|40208756|Female|Glioma malignant, NOS|2013|0.7|0.8|0.8
0-19|0.0|0.1|0.0|Benign/Borderline|17|40150534|Female|Glioma malignant, NOS|2014|0.0|0.1|0.0
0-19|0.6|0.8|0.7|Malignant|271|40150534|Female|Glioma malignant, NOS|2014|0.6|0.8|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|99|198853824|Female|Glioma malignant, NOS|2014-2018|0.0|0.1|0.0
0-19|0.7|0.7|0.7|Malignant|1396|198853824|Female|Glioma malignant, NOS|2014-2018|0.7|0.7|0.7
0-19|0.0|0.1|0.0|Benign/Borderline|16|40145405|Female|Glioma malignant, NOS|2015|0.0|0.1|0.0
0-19|0.6|0.8|0.7|Malignant|278|40145405|Female|Glioma malignant, NOS|2015|0.6|0.8|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|23|40164077|Female|Glioma malignant, NOS|2016|0.0|0.1|0.1
0-19|0.7|0.9|0.8|Malignant|312|40164077|Female|Glioma malignant, NOS|2016|0.7|0.9|0.8
0-19|0.0|0.1|0.1|Benign/Borderline|21|40141466|Female|Glioma malignant, NOS|2017|0.0|0.1|0.1
0-19|0.7|0.9|0.8|Malignant|310|40141466|Female|Glioma malignant, NOS|2017|0.7|0.9|0.8
0-19|0.0|0.1|0.1|Benign/Borderline|22|39687165|Female|Glioma malignant, NOS|2018|0.0|0.1|0.1
0-19|0.5|0.7|0.6|Malignant|236|39687165|Female|Glioma malignant, NOS|2018|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|19|39998876|Female|Hemangioblastoma|2005|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioblastoma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40382360|Female|Hemangioblastoma|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioblastoma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|40670476|Female|Hemangioblastoma|2009|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioblastoma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40632733|Female|Hemangioblastoma|2010|~|~|~
0-19|~|~|~|Malignant|~|40632733|Female|Hemangioblastoma|2010|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|40459557|Female|Hemangioblastoma|2011|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40459557|Female|Hemangioblastoma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40305208|Female|Hemangioblastoma|2012|~|~|~
0-19|~|~|~|Malignant|~|40305208|Female|Hemangioblastoma|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|20|40208756|Female|Hemangioblastoma|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40208756|Female|Hemangioblastoma|2013|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|32|40150534|Female|Hemangioblastoma|2014|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40150534|Female|Hemangioblastoma|2014|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|101|198853824|Female|Hemangioblastoma|2014-2018|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|198853824|Female|Hemangioblastoma|2014-2018|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|40145405|Female|Hemangioblastoma|2015|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40145405|Female|Hemangioblastoma|2015|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|21|40164077|Female|Hemangioblastoma|2016|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40164077|Female|Hemangioblastoma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|40141466|Female|Hemangioblastoma|2017|~|~|~
0-19|~|~|~|Malignant|~|40141466|Female|Hemangioblastoma|2017|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|19|39687165|Female|Hemangioblastoma|2018|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39687165|Female|Hemangioblastoma|2018|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|39865121|Female|Hemangioma|2004|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioma|2004|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|24|39998876|Female|Hemangioma|2005|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|35|40165421|Female|Hemangioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioma|2006|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|31|40382360|Female|Hemangioma|2007|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioma|2007|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|48|40576293|Female|Hemangioma|2008|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|53|40670476|Female|Hemangioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioma|2009|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|44|40632733|Female|Hemangioma|2010|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40632733|Female|Hemangioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|73|40459557|Female|Hemangioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40459557|Female|Hemangioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|68|40305208|Female|Hemangioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40305208|Female|Hemangioma|2012|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|63|40208756|Female|Hemangioma|2013|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40208756|Female|Hemangioma|2013|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|66|40150534|Female|Hemangioma|2014|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40150534|Female|Hemangioma|2014|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|290|198853824|Female|Hemangioma|2014-2018|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|198853824|Female|Hemangioma|2014-2018|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|74|40145405|Female|Hemangioma|2015|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40145405|Female|Hemangioma|2015|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|54|40164077|Female|Hemangioma|2016|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40164077|Female|Hemangioma|2016|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|52|40141466|Female|Hemangioma|2017|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40141466|Female|Hemangioma|2017|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|47|39687165|Female|Hemangioma|2018|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39687165|Female|Hemangioma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40632733|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Malignant|~|40632733|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40459557|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Malignant|~|40459557|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40305208|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Malignant|~|40305208|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|40208756|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Malignant|~|40208756|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40150534|Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Malignant|~|40150534|Female|Local Extensions from Regional Tumors|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|198853824|Female|Local Extensions from Regional Tumors|2014-2018|~|~|~
0-19|~|~|~|Malignant|~|198853824|Female|Local Extensions from Regional Tumors|2014-2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|40145405|Female|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Malignant|~|40145405|Female|Local Extensions from Regional Tumors|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|40164077|Female|Local Extensions from Regional Tumors|2016|~|~|~
0-19|~|~|~|Malignant|~|40164077|Female|Local Extensions from Regional Tumors|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|40141466|Female|Local Extensions from Regional Tumors|2017|~|~|~
0-19|~|~|~|Malignant|~|40141466|Female|Local Extensions from Regional Tumors|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|39687165|Female|Local Extensions from Regional Tumors|2018|~|~|~
0-19|~|~|~|Malignant|~|39687165|Female|Local Extensions from Regional Tumors|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|40632733|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Malignant|~|40632733|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40459557|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Malignant|~|40459557|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|40305208|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
